sample	sequence_id	v_call	j_call	v_aa_identity	j_aa_identity	bad_v	bad_j	bad_v_identity	bad_j_identity	bad_v_evalue	bad_j_evalue
ERR346596	ERR346596.312627	VH7183.a7.10	JH4	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.312610	VHSM7.a1.83	JH2	63.542	100.000	True	False	True	False	False	False
ERR346596	ERR346596.312647	VHQ52.a22.67	JH2	73.958	100.000	True	False	True	False	False	False
ERR346596	ERR346596.312758	VH36-60.a2.90	JH2	94.845	80.000	False	True	False	True	False	False
ERR346596	ERR346596.312853	J606.4.82	JH2	7.071	100.000	True	False	True	False	False	False
ERR346596	ERR346596.312953	SM7.1.44,SM7.2.49,VHSM7.a3.93	JH2	80.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.313236	VHQ52.a27.79,VOx-1	JH4	94.737	75.000	False	True	False	True	False	False
ERR346596	ERR346596.313224	VHSM7.a4.108	JH3	8.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.313253	VHSM7.a3.93	JH3	23.958	100.000	True	False	True	False	False	False
ERR346596	ERR346596.313226	J558.h	JH4	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.313376	VHQ52.a27.79	JH1	81.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.313360	J558.h	JH4	82.105	92.857	True	False	True	False	False	False
ERR346596	ERR346596.313411	J558.19	JH3	30.208	100.000	True	False	True	False	False	False
ERR346596	ERR346596.313433	VHQ52.a27.79,VOx-1	JH2	96.907	84.615	False	True	False	True	False	False
ERR346596	ERR346596.313491	J558.h	JH4	83.505	93.750	True	False	True	False	False	False
ERR346596	ERR346596.313514	J558.h	JH4	82.979	93.750	True	False	True	False	False	False
ERR346596	ERR346596.313840	VHQ52.a23.68	JH2	76.923	100.000	True	False	True	False	False	False
ERR346596	ERR346596.313883	J558.79.184	JH4	82.292	93.750	True	False	True	False	False	False
ERR346596	ERR346596.313947	VHS107.a3.106	JH1	41.584	93.750	True	False	True	False	False	False
ERR346596	ERR346596.313954	J558.21pg.111,J558.25pg.115	JH3	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.313906	J558.5	JH3	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.313955	J558.48	JH2	47.368	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314013	J558.50	JH3	82.653	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314038	V11,VHS107.a3.106	JH1	33.663	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314239	J558.12	JH3	8.247	92.857	True	False	True	False	False	False
ERR346596	ERR346596.314235	J558.16.106	JH3	69.072	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314327	36-60.7pg.72		66.667		True	False	True	False	False	False
ERR346596	ERR346596.314342	J558.47	JH1	44.330	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314412	J558.45	JH4	12.500	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314423	J558.h	JH4	80.412	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314382	VHSM7.a3.93	JH4	94.845	80.000	False	True	False	True	False	False
ERR346596	ERR346596.314495	V11,VHS107.a3.106	JH1	50.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314497	J558.29	JH4	44.330	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314669	J558.29	JH4	43.299	92.857	True	False	True	False	False	False
ERR346596	ERR346596.314685	VHQ52.a24.72	JH4	72.917	94.118	True	False	True	False	False	False
ERR346596	ERR346596.314690	VHQ52.a22.67	JH2	80.412	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314667	J558.50	JH3	83.696	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314759	J558.45	JH2	59.375	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314750	J558.54.148	JH3	29.167	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314815	VH7183.a4.6,VHD6.96	JH4	29.897	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314896	V102	JH2	84.615	93.333	True	False	True	False	False	False
ERR346596	ERR346596.314926	VHSM7.a3.93	JH2	84.375	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314945	J558.35	JH2	22.105	100.000	True	False	True	False	False	False
ERR346596	ERR346596.314976	VHQ52.a27.79,VOx-1	JH4	15.789	100.000	True	False	True	False	False	False
ERR346596	ERR346596.315003	J558.17	JH2	98.958	42.857	False	True	False	True	False	False
ERR346596	ERR346596.315254	J558.22	JH3	76.289	100.000	True	False	True	False	False	False
ERR346596	ERR346596.315204	J558.h	JH4	83.673	92.857	True	False	True	False	False	False
ERR346596	ERR346596.315316	J558.5	JH4	92.784	81.250	False	True	False	True	False	False
ERR346596	ERR346596.315372	J558.h	JH4	84.694	92.857	True	False	True	False	False	False
ERR346596	ERR346596.315369	J558.12	JH1	91.753	81.250	False	True	False	True	False	False
ERR346596	ERR346596.315379	VH7183.a4.6,VHD6.96	JH4	30.612	100.000	True	False	True	False	False	False
ERR346596	ERR346596.315485	VH7183.a46.75	JH4	33.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.315529	VHSM7.a3.93	JH4	29.897	85.714	True	False	True	False	False	False
ERR346596	ERR346596.315621	J558.33	JH3	98.969	28.571	False	True	False	True	False	False
ERR346596	ERR346596.315717	36-60.4.66,36-60.6.70,36-60.8.74	JH1	71.429	100.000	True	False	True	False	False	False
ERR346596	ERR346596.315848	VHSM7.a3.93	JH3	36.458	100.000	True	False	True	False	False	False
ERR346596	ERR346596.315908	VH7183.7b	JH4	11.111	100.000	True	False	True	False	False	False
ERR346596	ERR346596.315925	Q52.3.8,VHQ52.a3.8	JH2	25.263	100.000	True	False	True	False	False	False
ERR346596	ERR346596.315940	J558.17	JH2	22.917	100.000	True	False	True	False	False	False
ERR346596	ERR346596.315967	J558.h	JH2	32.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316086	J558.45	JH4	91.753	82.353	False	True	False	True	False	False
ERR346596	ERR346596.316121	VHSM7.a1.83	JH4	100.000	47.059	False	True	False	True	False	False
ERR346596	ERR346596.316181	SM7.1.44,SM7.2.49,VHSM7.a3.93	JH2	77.778	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316193	J558.5	JH4	93.814	81.250	False	True	False	True	False	False
ERR346596	ERR346596.316243	VHQ52.a27.79	JH1	79.167	93.333	True	False	True	False	False	False
ERR346596	ERR346596.316204	bb1,bb1.1,cr1	JK3	60.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316262	VHQ52.a27.79	JH1	53.125	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316209	VHQ52.a27.79	JH1	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316270	VH7183.7b	JH4	6.122	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316335	VH36-60.a2.90	JH4	43.299	94.118	True	False	True	False	False	False
ERR346596	ERR346596.316413	J558.50	JH3	81.633	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316408	J558.39	JH3	61.224	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316427	J558.70pg.171,J558.n	JH3	84.536	92.857	True	False	True	False	False	False
ERR346596	ERR346596.316415	J558.47	JH2	29.897	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316512	VHSM7.a3.93	JH2	43.750	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316715	SM7.1.44,SM7.2.49,VHSM7.a3.93	JH2	80.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316790	J558.19	JH3	61.856	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316815	J558.45	JH4	94.845	35.714	False	True	False	True	False	False
ERR346596	ERR346596.316780	J558.h	JH2	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316931	J558.50	JH3	84.783	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316989	VHSM7.a3.93	JH2	84.375	100.000	True	False	True	False	False	False
ERR346596	ERR346596.316919	VH7183.a37.59	JH3	36.458	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317058	J558.64.162,J558.74.176	JH3	53.125	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317137	VHQ52.a27.79,VOx-1	JH2	8.421	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317194	VHS107.a3.106	JH1	42.574	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317157	J558.37	JH4	53.608	93.750	True	False	True	False	False	False
ERR346596	ERR346596.317286	J558.50	JH3	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317280	J558.64.162,J558.74.176	JH4	51.546	92.308	True	False	True	False	False	False
ERR346596	ERR346596.317267	VHSM7.a4.108	JH2	25.773	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317274	J558.50	JH3	84.783	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317302	J558.44	JH2	36.458	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317311	Q52.1pg.2,VHQ52.a1psi.2		62.500		True	False	True	False	False	False
ERR346596	ERR346596.317435	J558.39	JH3	14.583	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317484	J558.f	JH2	63.918	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317545	J558.29	JH4	95.876	30.769	False	True	False	True	False	False
ERR346596	ERR346596.317641	VHQ52.a27.79	JH1	7.368	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317680	J558.50	JH3	82.653	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317764	J558.29	JH4	37.500	35.714	True	True	True	True	False	False
ERR346596	ERR346596.317791	J558.64.162,J558.74.176	JH3	17.526	100.000	True	False	True	False	False	False
ERR346596	ERR346596.317806	J558.33	JH4	92.784	81.250	False	True	False	True	False	False
ERR346596	ERR346596.317885	VHX24.a1.84	JH3	92.857	80.000	False	True	False	True	False	False
ERR346596	ERR346596.318029	VHSM7.a3.93	JH4	91.837	64.286	False	True	False	True	False	False
ERR346596	ERR346596.318039	J558.47	JH2	13.402	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318135	J558.50	JH3	81.443	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318202	VHSM7.a3.93	JH2	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318195	J558.12.102	JH4	84.536	44.444	True	True	True	True	False	False
ERR346596	ERR346596.318282	J558.39	JH3	51.546	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318219	J558.17	JH3	32.292	92.308	True	False	True	False	False	False
ERR346596	ERR346596.318312	VHSM7.a3.93	JH4	33.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318408	VHSM7.a3.93	JH2	83.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318367	VHQ52.a22.67	JH1	40.625	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318439	VH7183.7b	JH1	50.515	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318442	J558.h	JH4	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318490	J558.55.149	JH2	9.278	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318506	VHQ52.a27.79	JH1	66.667	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318578	J558.16.106	JH3	91.837	84.615	False	True	False	True	False	False
ERR346596	ERR346596.318654	J558.45	JH4	39.175	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318689	J558.50	JH3	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318716	J558.h	JH4	82.474	92.857	True	False	True	False	False	False
ERR346596	ERR346596.318909	J558.24,J558.80.186	JH3	57.143	100.000	True	False	True	False	False	False
ERR346596	ERR346596.318952	VH7183.7b	JH4	9.184	92.857	True	False	True	False	False	False
ERR346596	ERR346596.319115	VHS107.a3.106	JH1	98.020	42.857	False	True	False	True	False	False
ERR346596	ERR346596.319185	J558.h	JH4	82.474	92.857	True	False	True	False	False	False
ERR346596	ERR346596.319149	SM7.1.44,SM7.2.49,VHSM7.a3.93	JH2	77.778	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319344	VH7183.a36psi.58	JH4	72.727	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319351	VHQ52.a27.79	JH1	81.443	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319311	V11,VHS107.a3.106	JH1	6.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319350	Vh10.2a	JH3	26.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319497	J558.h	JH4	82.292	93.750	True	False	True	False	False	False
ERR346596	ERR346596.319559	J558.45	JH3	14.286	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319752	VHQ52.a27.79	JH1	81.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319771	J558.64.162,J558.74.176	JH3	47.917	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319830	J558.5	JH4	93.878	81.250	False	True	False	True	False	False
ERR346596	ERR346596.319857	J558.50	JH4	35.052	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320006	VH7183.a33.55	JH2	72.449	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319984	J558.24,J558.80.186		66.667		True	False	True	False	False	False
ERR346596	ERR346596.319963	J558.18A,J558.54,J558.83.189	JH1	50.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320002	Q52.3.8,VHQ52.a3.8	JH2	12.371	100.000	True	False	True	False	False	False
ERR346596	ERR346596.319997	Q52.3.8,VHQ52.a3.8	JH4	82.292	93.750	True	False	True	False	False	False
ERR346596	ERR346596.320124	J558.44	JH3	75.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320101	J558.50	JH3	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320120	VHQ52.a27.79,VOx-1	JH4	92.632	64.286	False	True	False	True	False	False
ERR346596	ERR346596.320130	J558.21pg.111,J558.25pg.115	JH3	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320179	J558.40	JH2	39.583	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320423	V11,VHS107.a3.106	JH2	84.158	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320404	VHX24.a1.84	JH3	50.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320447	J558.15	JH3	42.268	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320534	J558.h	JH4	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320568	J558.45	JH2	38.542	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320617	VHSM7.a1.83	JH4	15.464	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320698	VH108A	JH3	38.144	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320772	VHSM7.a3.93	JH2	57.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320900	J558.45	JH3	6.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320958	J558.5	JH4	98.980	82.353	False	True	False	True	False	False
ERR346596	ERR346596.320997	VHQ52.a27.79	JH1	81.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321012	VHQ52.a27.79	JH1	81.443	100.000	True	False	True	False	False	False
ERR346596	ERR346596.320996	VHSM7.a3.93	JH2	7.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321077	VH36-60.a2.90	JH3	53.608	93.333	True	False	True	False	False	False
ERR346596	ERR346596.321063	J558.83.189	JH4	64.286	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321194	J558.50	JH3	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321413	VHA1	JH2	95.876	80.000	False	True	False	True	False	False
ERR346596	ERR346596.321386	J558.44	JH4	95.833	66.667	False	True	False	True	False	False
ERR346596	ERR346596.321490	gu33		66.667		True	False	True	False	False	False
ERR346596	ERR346596.321466	J558.50	JH3	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321546	VHS107.a3.106	JH1	83.168	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321661	H13-3	JH3	92.784	69.231	False	True	False	True	False	False
ERR346596	ERR346596.321691	VHSM7.a1.83	JH4	57.143	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321706	J558.50	JH3	81.633	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321780	VH50.1,VH7183.a13.20	JH4	64.286	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321870	J558.33	JH2	7.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.321776	J558.h	JH4	82.979	93.750	True	False	True	False	False	False
ERR346596	ERR346596.321897	J558.52.145,J558.61.157,J558.a	JH2	50.515	86.667	True	False	True	False	False	False
ERR346596	ERR346596.321857	H13-3	JH2	90.816	84.615	False	True	False	True	False	False
ERR346596	ERR346596.322128	J558.h	JH4	84.536	92.857	True	False	True	False	False	False
ERR346596	ERR346596.322131	J558.5	JH4	94.898	81.250	False	True	False	True	False	False
ERR346596	ERR346596.322084	J606.4.82		50.000		True	False	True	False	False	False
ERR346596	ERR346596.322173	J558.33	JH3	39.175	100.000	True	False	True	False	False	False
ERR346596	ERR346596.322160	VH36-60.a6.114	JH2	42.708	86.667	True	False	True	False	False	False
ERR346596	ERR346596.322462	bb1,bb1.1,cr1	JK3	60.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.322487	J558.17	JH3	4.255	100.000	True	False	True	False	False	False
ERR346596	ERR346596.322582	J558.8	JH3	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.322585	J558.50	JH3	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.322810	VHSM7.a3.93	JH4	59.794	100.000	True	False	True	False	False	False
ERR346596	ERR346596.322845	J558.20	JH3	58.333	85.714	True	False	True	False	False	False
ERR346596	ERR346596.322913	J558.70pg.171,J558.n	JH4	60.204	100.000	True	False	True	False	False	False
ERR346596	ERR346596.322960	J558.h	JH4	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.322972	J558.23	JH4	5.155	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323031	VH7183.a7.10	JH4	16.495	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323207	J558.h	JH4	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323212	J558.h	JH4	82.474	93.750	True	False	True	False	False	False
ERR346596	ERR346596.323272	VHQ52.a27.79,VOx-1	JH2	28.125	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323257	VHQ52.a27.79	JH4	80.412	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323341	J558.54.148	JH2	42.708	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323275	J558.55.149	JH2	8.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323304	J606.4.82		50.000		True	False	True	False	False	False
ERR346596	ERR346596.323323	J558.47	JH3	15.464	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323425	J558.19	JH2	7.216	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323485	VHQ52.a27.79,VOx-1	JH4	78.947	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323488	V11,VHS107.a3.106	JH1	6.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323552	J558.17	JH2	92.708	84.615	False	True	False	True	False	False
ERR346596	ERR346596.323666	VHSM7.a3.93	JH2	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323633	VHQ52.a27.79	JH1	61.856	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323760	J558.h	JH4	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.323819	VHQ52.a27.79	JH1	95.833	68.750	False	True	False	True	False	False
ERR346596	ERR346596.324001	J558.19.109,J558.37.127		16.495		True	False	True	False	False	False
ERR346596	ERR346596.323997	J558.4	JH2	40.625	100.000	True	False	True	False	False	False
ERR346596	ERR346596.324098	VHQ52.a27.79	JH1	59.375	100.000	True	False	True	False	False	False
ERR346596	ERR346596.324125	VHSM7.a3.93	JH1	75.824	94.118	True	False	True	False	False	False
ERR346596	ERR346596.324151	VHQ52.a27.79,VOx-1	JH4	78.947	100.000	True	False	True	False	False	False
ERR346596	ERR346596.324412	J558.37.127	JH3	6.250	92.857	True	False	True	False	False	False
ERR346596	ERR346596.324416	VH36-60.a6.114	JH4	76.289	100.000	True	False	True	False	False	False
ERR346596	ERR346596.324501	Q52.3.8,VHQ52.a3.8	JH4	81.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.324507	VHQ52.a27.79	JH2	93.814	84.615	False	True	False	True	False	False
ERR346596	ERR346596.324680	J558.19.109,J558.37.127		15.625		True	False	True	False	False	False
ERR346596	ERR346596.324745	J558.29	JH2	39.175	100.000	True	False	True	False	False	False
ERR346596	ERR346596.324793	J558.50	JH3	84.375	100.000	True	False	True	False	False	False
ERR346596	ERR346596.324947	VHSM7.a3.93	JH3	100.000	69.231	False	True	False	True	False	False
ERR346596	ERR346596.324988	J558.17	JH2	93.750	78.571	False	True	False	True	False	False
ERR346596	ERR346596.325041	V11,VHS107.a3.106	JH1	95.050	81.250	False	True	False	True	False	False
ERR346596	ERR346596.325085	J558.f	JH1	5.208	93.333	True	False	True	False	False	False
ERR346596	ERR346596.325107	J558.12.102	JH4	76.042	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325122	VHQ52.a27.79,VOx-1	JH4	48.958	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325203	VH36-60.a2.90	JH3	64.948	92.857	True	False	True	False	False	False
ERR346596	ERR346596.325339	VHQ52.a27.79	JH1	59.794	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325515	VH7183.9,VH7183.a15.24	JH4	6.186	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325551	J558.39	JH3	94.898	38.462	False	True	False	True	False	False
ERR346596	ERR346596.325536	V11,VHS107.a3.106	JH2	80.220	93.333	True	False	True	False	False	False
ERR346596	ERR346596.325576	J558.55.149	JH2	90.722	61.538	False	True	False	True	False	False
ERR346596	ERR346596.325618	J558.70pg.171,J558.n	JH4	60.417	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325658	J558.39	JH3	54.639	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325668	J558.50	JH3	82.474	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325700	J558.54.148	JH3	95.876	83.333	False	True	False	True	False	False
ERR346596	ERR346596.325770	J558.23	JH4	96.842	64.286	False	True	False	True	False	False
ERR346596	ERR346596.325825	VH36-60.a6.114	JH4	8.247	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325775	J558.22	JH3	47.423	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325841	J558.52	JH2	20.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325876	VHA1	JH4	4.124	100.000	True	False	True	False	False	False
ERR346596	ERR346596.325880	J558.47	JH3	15.464	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326004	VH7183.a4.6,VHD6.96	JH4	16.495	92.857	True	False	True	False	False	False
ERR346596	ERR346596.325949	J558.54.148	JH2	59.375	93.333	True	False	True	False	False	False
ERR346596	ERR346596.326046	J558.50	JH3	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326055	J558.h	JH4	83.158	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326220	VH7183.a4.6,VHD6.96	JH4	41.237	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326231	J558.5	JH4	94.898	81.250	False	True	False	True	False	False
ERR346596	ERR346596.326311	J558.2	JH2	36.458	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326342	VHQ52.a13.37	JH2	40.625	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326397	VHSM7.a3.93	JH2	24.742	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326385	J558.h	JH4	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326359	J558.46	JH4	69.072	93.750	True	False	True	False	False	False
ERR346596	ERR346596.326361	J558.h	JH4	82.653	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326509	J558.8	JH3	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326571	VHQ52.a27.79	JH2	32.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326521	VH7183.a7.10	JH4	63.265	92.308	True	False	True	False	False	False
ERR346596	ERR346596.326794	VH7183.a4.6,VHD6.96	JH4	65.979	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326746	VHQ52.a17.46	JH2	47.917	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326826	cx9	JK3	50.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.326934	J558.h	JH4	82.653	92.857	True	False	True	False	False	False
ERR346596	ERR346596.326848	VH7183.a4.6,VHD6.96	JH4	69.072	92.857	True	False	True	False	False	False
ERR346596	ERR346596.326958	VH12.a3.101		40.000		True	False	True	False	False	False
ERR346596	ERR346596.326980	VHSM7.a3.93	JH2	57.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.327158	J558.h	JH4	82.474	92.857	True	False	True	False	False	False
ERR346596	ERR346596.327222	J558.79.184	JH4	80.208	87.500	True	False	True	False	False	False
ERR346596	ERR346596.327196	VH7183.7b	JH4	10.204	100.000	True	False	True	False	False	False
ERR346596	ERR346596.327279	VHSM7.a3.93	JH3	59.794	100.000	True	False	True	False	False	False
ERR346596	ERR346596.327261	J558.1	JH1	81.443	100.000	True	False	True	False	False	False
ERR346596	ERR346596.327494	J558.h	JH4	82.653	92.857	True	False	True	False	False	False
ERR346596	ERR346596.327448	J558.55.149	JH2	4.082	100.000	True	False	True	False	False	False
ERR346596	ERR346596.327553	J558.46	JH4	31.959	100.000	True	False	True	False	False	False
ERR346596	ERR346596.327732	VH7183.a46.75	JH4	62.887	100.000	True	False	True	False	False	False
ERR346596	ERR346596.327896	VHSM7.a4.108	JH3	7.368	100.000	True	False	True	False	False	False
ERR346596	ERR346596.327957	J558.50	JH3	81.443	100.000	True	False	True	False	False	False
ERR346596	ERR346596.327962	VHQ52.a27.79	JH1	24.211	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328112	VHQ52.a27.79,VOx-1	JH4	47.368	92.857	True	False	True	False	False	False
ERR346596	ERR346596.328188	J558.5	JH4	93.878	81.250	False	True	False	True	False	False
ERR346596	ERR346596.328203	J558.18	JH4	57.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328204	7183.6pg.9,7183.8pg.14,VH7183.a6psi.9	JH1,JH3	53.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328195	J558.h	JH4	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328153	J558.70pg.171,J558.n	JH3	81.443	92.308	True	False	True	False	False	False
ERR346596	ERR346596.328293	J558.50	JH4	6.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328292	SM7.1.44,SM7.2.49,VHSM7.a3.93	JH2	80.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328350	VHQ52.a27.79	JH1	59.794	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328327	36-60.6.70,VH36-60.a6.114	JH2	72.727	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328367	J558.13,J558.54.148	JH4	39.583	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328456	VHSM7.a3.93	JH2	8.247	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328450	J606.4.82	JH2	42.424	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328503	J606.4.82		50.000		True	False	True	False	False	False
ERR346596	ERR346596.328519	VHQ52.a27.79	JH1	80.208	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328556	J558.2	JH4	5.155	92.308	True	False	True	False	False	False
ERR346596	ERR346596.328553	J558.50	JH3	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.328590	J558.89pg.195	JH3	61.224	100.000	True	False	True	False	False	False
